Temp (C),Resistance (Ohms)
56.45,"2,830.50"
56.50,"2,825.31"
56.55,"2,820.13"
56.60,"2,814.96"
56.65,"2,809.81"
56.70,"2,804.66"
56.75,"2,799.52"
56.80,"2,794.40"
56.85,"2,789.28"
56.90,"2,784.18"
56.95,"2,779.08"
57.00,"2,774.00"
57.05,"2,768.93"
57.10,"2,763.87"
57.15,"2,758.82"
57.20,"2,753.78"
57.25,"2,748.75"
57.30,"2,743.73"
57.35,"2,738.72"
57.40,"2,733.72"
57.45,"2,728.73"
57.50,"2,723.76"
57.55,"2,718.79"
57.60,"2,713.83"
57.65,"2,708.89"
57.70,"2,703.95"
57.75,"2,699.03"
57.80,"2,694.11"
57.85,"2,689.21"
57.90,"2,684.31"
57.95,"2,679.43"
58.00,"2,674.55"
58.05,"2,669.69"
58.10,"2,664.84"
58.15,"2,659.99"
58.20,"2,655.16"
58.25,"2,650.34"
58.30,"2,645.52"
58.35,"2,640.72"
58.40,"2,635.93"
58.45,"2,631.14"
58.50,"2,626.37"
58.55,"2,621.61"
58.60,"2,616.85"
58.65,"2,612.11"
58.70,"2,607.38"
58.75,"2,602.65"
58.80,"2,597.94"
58.85,"2,593.23"
58.90,"2,588.54"
58.95,"2,583.85"
59.00,"2,579.18"
59.05,"2,574.51"
59.10,"2,569.86"
59.15,"2,565.21"
59.20,"2,560.58"
59.25,"2,555.95"
59.30,"2,551.33"
59.35,"2,546.73"
59.40,"2,542.13"
59.45,"2,537.54"
59.50,"2,532.96"
59.55,"2,528.39"
59.60,"2,523.83"
59.65,"2,519.28"
59.70,"2,514.74"
59.75,"2,510.21"
59.80,"2,505.69"
59.85,"2,501.17"
59.90,"2,496.67"
59.95,"2,492.18"
60.00,"2,487.69"
60.05,"2,483.22"
60.10,"2,478.75"
60.15,"2,474.29"
60.20,"2,469.85"
60.25,"2,465.41"
60.30,"2,460.98"
60.35,"2,456.56"
60.40,"2,452.15"
60.45,"2,447.74"
60.50,"2,443.35"
60.55,"2,438.97"
60.60,"2,434.59"
60.65,"2,430.23"
60.70,"2,425.87"
60.75,"2,421.52"
60.80,"2,417.18"
60.85,"2,412.85"
60.90,"2,408.53"
60.95,"2,404.22"
61.00,"2,399.91"
61.05,"2,395.62"
61.10,"2,391.33"
61.15,"2,387.06"
61.20,"2,382.79"
61.25,"2,378.53"
61.30,"2,374.28"
61.35,"2,370.04"
61.40,"2,365.80"
61.45,"2,361.58"
61.50,"2,357.36"
61.55,"2,353.16"
61.60,"2,348.96"
61.65,"2,344.77"
61.70,"2,340.59"
61.75,"2,336.41"
61.80,"2,332.25"
61.85,"2,328.09"
61.90,"2,323.95"
61.95,"2,319.81"
62.00,"2,315.68"
62.05,"2,311.56"
62.10,"2,307.44"
62.15,"2,303.34"
62.20,"2,299.24"
62.25,"2,295.15"
62.30,"2,291.08"
62.35,"2,287.00"
62.40,"2,282.94"
62.45,"2,278.89"
62.50,"2,274.84"
62.55,"2,270.80"
62.60,"2,266.77"
62.65,"2,262.75"
62.70,"2,258.74"
62.75,"2,254.73"
62.80,"2,250.73"
62.85,"2,246.74"
62.90,"2,242.76"
62.95,"2,238.79"
63.00,"2,234.83"
63.05,"2,230.87"
63.10,"2,226.92"
63.15,"2,222.98"
63.20,"2,219.05"
63.25,"2,215.12"
63.30,"2,211.21"
63.35,"2,207.30"
63.40,"2,203.40"
63.45,"2,199.51"
63.50,"2,195.62"
63.55,"2,191.74"
63.60,"2,187.88"
63.65,"2,184.01"
63.70,"2,180.16"
63.75,"2,176.32"
63.80,"2,172.48"
63.85,"2,168.65"
63.90,"2,164.83"
63.95,"2,161.01"
64.00,"2,157.21"
64.05,"2,153.41"
64.10,"2,149.62"
64.15,"2,145.83"
64.20,"2,142.06"
64.25,"2,138.29"
64.30,"2,134.53"
64.35,"2,130.77"
64.40,"2,127.03"
64.45,"2,123.29"
64.50,"2,119.56"
64.55,"2,115.84"
64.60,"2,112.12"
64.65,"2,108.42"
64.70,"2,104.72"
64.75,"2,101.02"
64.80,"2,097.34"
64.85,"2,093.66"
64.90,"2,089.99"
64.95,"2,086.33"
65.00,"2,082.67"
65.05,"2,079.02"
65.10,"2,075.38"
65.15,"2,071.75"
65.20,"2,068.12"
65.25,"2,064.50"
65.30,"2,060.89"
65.35,"2,057.29"
65.40,"2,053.69"
65.45,"2,050.10"
65.50,"2,046.52"
65.55,"2,042.94"
65.60,"2,039.37"
65.65,"2,035.81"
65.70,"2,032.26"
65.75,"2,028.71"
65.80,"2,025.17"
65.85,"2,021.64"
65.90,"2,018.12"
65.95,"2,014.60"
66.00,"2,011.09"
66.05,"2,007.58"
66.10,"2,004.08"
66.15,"2,000.59"
66.20,"1,997.11"
66.25,"1,993.64"
66.30,"1,990.17"
66.35,"1,986.70"
66.40,"1,983.25"
66.45,"1,979.80"
66.50,"1,976.36"
66.55,"1,972.92"
66.60,"1,969.50"
66.65,"1,966.08"
66.70,"1,962.66"
66.75,"1,959.26"
66.80,"1,955.85"
66.85,"1,952.46"
66.90,"1,949.07"
66.95,"1,945.69"
67.00,"1,942.32"
67.05,"1,938.95"
67.10,"1,935.59"
67.15,"1,932.24"
67.20,"1,928.90"
67.25,"1,925.56"
67.30,"1,922.22"
67.35,"1,918.90"
67.40,"1,915.58"
67.45,"1,912.26"
67.50,"1,908.96"
67.55,"1,905.66"
67.60,"1,902.36"
67.65,"1,899.08"
67.70,"1,895.80"
67.75,"1,892.52"
67.80,"1,889.26"
67.85,"1,885.99"
67.90,"1,882.74"
67.95,"1,879.49"
68.00,"1,876.25"
68.05,"1,873.02"
68.10,"1,869.79"
68.15,"1,866.57"
68.20,"1,863.35"
68.25,"1,860.14"
68.30,"1,856.94"
68.35,"1,853.74"
68.40,"1,850.55"
68.45,"1,847.37"
68.50,"1,844.19"
68.55,"1,841.02"
68.60,"1,837.85"
68.65,"1,834.70"
68.70,"1,831.54"
68.75,"1,828.40"
68.80,"1,825.26"
68.85,"1,822.12"
68.90,"1,819.00"
68.95,"1,815.87"
69.00,"1,812.76"
69.05,"1,809.65"
69.10,"1,806.55"
69.15,"1,803.45"
69.20,"1,800.36"
69.25,"1,797.28"
69.30,"1,794.20"
69.35,"1,791.13"
69.40,"1,788.06"
69.45,"1,785.00"
69.50,"1,781.94"
69.55,"1,778.90"
69.60,"1,775.85"
69.65,"1,772.82"
69.70,"1,769.79"
69.75,"1,766.76"
69.80,"1,763.75"
69.85,"1,760.73"
69.90,"1,757.73"
69.95,"1,754.73"
70.00,"1,751.73"
70.05,"1,748.74"
70.10,"1,745.76"
70.15,"1,742.78"
70.20,"1,739.81"
70.25,"1,736.85"
70.30,"1,733.89"
70.35,"1,730.94"
70.40,"1,727.99"
70.45,"1,725.05"
70.50,"1,722.11"
70.55,"1,719.18"
70.60,"1,716.25"
70.65,"1,713.34"
70.70,"1,710.42"
70.75,"1,707.52"
70.80,"1,704.61"
70.85,"1,701.72"
70.90,"1,698.83"
70.95,"1,695.94"
71.00,"1,693.06"
71.05,"1,690.19"
71.10,"1,687.32"
71.15,"1,684.46"
71.20,"1,681.60"
71.25,"1,678.75"
71.30,"1,675.91"
71.35,"1,673.07"
71.40,"1,670.23"
71.45,"1,667.40"
71.50,"1,664.58"
71.55,"1,661.76"
71.60,"1,658.95"
71.65,"1,656.14"
71.70,"1,653.34"
71.75,"1,650.55"
71.80,"1,647.76"
71.85,"1,644.97"
71.90,"1,642.19"
71.95,"1,639.42"
72.00,"1,636.65"
72.05,"1,633.89"
72.10,"1,631.13"
72.15,"1,628.38"
72.20,"1,625.63"
72.25,"1,622.89"
72.30,"1,620.15"
72.35,"1,617.42"
72.40,"1,614.69"
72.45,"1,611.97"
72.50,"1,609.26"
72.55,"1,606.55"
72.60,"1,603.84"
72.65,"1,601.15"
72.70,"1,598.45"
72.75,"1,595.76"
72.80,"1,593.08"
72.85,"1,590.40"
72.90,"1,587.73"
72.95,"1,585.06"
73.00,"1,582.40"
73.05,"1,579.74"
73.10,"1,577.09"
73.15,"1,574.44"
73.20,"1,571.80"
73.25,"1,569.16"
73.30,"1,566.53"
73.35,"1,563.90"
73.40,"1,561.28"
73.45,"1,558.66"
73.50,"1,556.05"
73.55,"1,553.44"
73.60,"1,550.84"
73.65,"1,548.25"
73.70,"1,545.65"
73.75,"1,543.07"
73.80,"1,540.49"
73.85,"1,537.91"
73.90,"1,535.34"
73.95,"1,532.77"
74.00,"1,530.21"
74.05,"1,527.65"
74.10,"1,525.10"
74.15,"1,522.55"
74.20,"1,520.01"
74.25,"1,517.47"
74.30,"1,514.94"
74.35,"1,512.42"
74.40,"1,509.89"
74.45,"1,507.38"
74.50,"1,504.86"
74.55,"1,502.35"
74.60,"1,499.85"
74.65,"1,497.35"
74.70,"1,494.86"
74.75,"1,492.37"
74.80,"1,489.89"
74.85,"1,487.41"
74.90,"1,484.93"
74.95,"1,482.46"
75.00,"1,480.00"
75.05,"1,477.53"
75.10,"1,475.07"
75.15,"1,472.62"
75.20,"1,470.16"
75.25,"1,467.72"
75.30,"1,465.27"
75.35,"1,462.84"
75.40,"1,460.40"
75.45,"1,457.98"
75.50,"1,455.55"
75.55,"1,453.13"
75.60,"1,450.72"
75.65,"1,448.31"
75.70,"1,445.91"
75.75,"1,443.51"
75.80,"1,441.11"
75.85,"1,438.72"
75.90,"1,436.33"
75.95,"1,433.95"
76.00,"1,431.58"
76.05,"1,429.20"
76.10,"1,426.84"
76.15,"1,424.47"
76.20,"1,422.11"
76.25,"1,419.76"
76.30,"1,417.41"
76.35,"1,415.07"
76.40,"1,412.73"
76.45,"1,410.39"
76.50,"1,408.06"
76.55,"1,405.73"
76.60,"1,403.41"
76.65,"1,401.09"
76.70,"1,398.78"
76.75,"1,396.47"
76.80,"1,394.17"
76.85,"1,391.87"
76.90,"1,389.57"
76.95,"1,387.28"
77.00,"1,384.99"
77.05,"1,382.71"
77.10,"1,380.43"
77.15,"1,378.16"
77.20,"1,375.89"
77.25,"1,373.63"
77.30,"1,371.36"
77.35,"1,369.11"
77.40,"1,366.86"
77.45,"1,364.61"
77.50,"1,362.37"
77.55,"1,360.13"
77.60,"1,357.89"
77.65,"1,355.66"
77.70,"1,353.44"
77.75,"1,351.22"
77.80,"1,349.00"
77.85,"1,346.78"
77.90,"1,344.58"
77.95,"1,342.37"
78.00,"1,340.17"
78.05,"1,337.97"
78.10,"1,335.78"
78.15,"1,333.59"
78.20,"1,331.41"
78.25,"1,329.23"
78.30,"1,327.06"
78.35,"1,324.89"
78.40,"1,322.72"
78.45,"1,320.56"
78.50,"1,318.40"
78.55,"1,316.24"
78.60,"1,314.09"
78.65,"1,311.95"
78.70,"1,309.80"
78.75,"1,307.67"
78.80,"1,305.53"
78.85,"1,303.40"
78.90,"1,301.28"
78.95,"1,299.15"
79.00,"1,297.04"
79.05,"1,294.92"
79.10,"1,292.81"
79.15,"1,290.71"
79.20,"1,288.60"
79.25,"1,286.51"
79.30,"1,284.41"
79.35,"1,282.32"
79.40,"1,280.24"
79.45,"1,278.16"
79.50,"1,276.08"
79.55,"1,274.00"
79.60,"1,271.93"
79.65,"1,269.87"
79.70,"1,267.81"
79.75,"1,265.75"
79.80,"1,263.69"
79.85,"1,261.64"
79.90,"1,259.60"
79.95,"1,257.55"
80.00,"1,255.51"
80.05,"1,253.48"
80.10,"1,251.45"
80.15,"1,249.42"
80.20,"1,247.40"
80.25,"1,245.38"
80.30,"1,243.36"
80.35,"1,241.35"
80.40,"1,239.34"
80.45,"1,237.34"
80.50,"1,235.34"
80.55,"1,233.34"
80.60,"1,231.35"
80.65,"1,229.36"
80.70,"1,227.37"
80.75,"1,225.39"
80.80,"1,223.41"
80.85,"1,221.44"
80.90,"1,219.47"
80.95,"1,217.50"
81.00,"1,215.54"
81.05,"1,213.58"
81.10,"1,211.62"
81.15,"1,209.67"
81.20,"1,207.72"
81.25,"1,205.78"
81.30,"1,203.84"
81.35,"1,201.90"
81.40,"1,199.97"
81.45,"1,198.04"
81.50,"1,196.11"
81.55,"1,194.19"
81.60,"1,192.27"
81.65,"1,190.35"
81.70,"1,188.44"
81.75,"1,186.53"
81.80,"1,184.63"
81.85,"1,182.73"
81.90,"1,180.83"
81.95,"1,178.94"
82.00,"1,177.04"
82.05,"1,175.16"
82.10,"1,173.27"
82.15,"1,171.39"
82.20,"1,169.52"
82.25,"1,167.65"
82.30,"1,165.78"
82.35,"1,163.91"
82.40,"1,162.05"
82.45,"1,160.19"
82.50,"1,158.33"
82.55,"1,156.48"
82.60,"1,154.63"
82.65,"1,152.79"
82.70,"1,150.95"
82.75,"1,149.11"
82.80,"1,147.27"
82.85,"1,145.44"
82.90,"1,143.61"
82.95,"1,141.79"
83.00,"1,139.97"
83.05,"1,138.15"
83.10,"1,136.34"
83.15,"1,134.53"
83.20,"1,132.72"
83.25,"1,130.92"
83.30,"1,129.11"
83.35,"1,127.32"
83.40,"1,125.52"
83.45,"1,123.73"
83.50,"1,121.95"
83.55,"1,120.16"
83.60,"1,118.38"
83.65,"1,116.60"
83.70,"1,114.83"
83.75,"1,113.06"
83.80,"1,111.29"
83.85,"1,109.53"
83.90,"1,107.77"
83.95,"1,106.01"
84.00,"1,104.25"
84.05,"1,102.50"
84.10,"1,100.75"
84.15,"1,099.01"
84.20,"1,097.27"
84.25,"1,095.53"
84.30,"1,093.80"
84.35,"1,092.06"
84.40,"1,090.34"
84.45,"1,088.61"
84.50,"1,086.89"
84.55,"1,085.17"
84.60,"1,083.45"
84.65,"1,081.74"
84.70,"1,080.03"
84.75,"1,078.32"
84.80,"1,076.62"
84.85,"1,074.92"
84.90,"1,073.23"
84.95,"1,071.53"
85.00,"1,069.84"
85.05,"1,068.15"
85.10,"1,066.47"
85.15,"1,064.79"
85.20,"1,063.11"
85.25,"1,061.43"
85.30,"1,059.76"
85.35,"1,058.09"
85.40,"1,056.43"
85.45,"1,054.77"
85.50,"1,053.11"
85.55,"1,051.45"
85.60,"1,049.80"
85.65,"1,048.15"
85.70,"1,046.50"
85.75,"1,044.85"
85.80,"1,043.21"
85.85,"1,041.57"
85.90,"1,039.94"
85.95,"1,038.31"
86.00,"1,036.68"
86.05,"1,035.05"
86.10,"1,033.43"
86.15,"1,031.81"
86.20,"1,030.19"
86.25,"1,028.58"
86.30,"1,026.96"
86.35,"1,025.36"
86.40,"1,023.75"
86.45,"1,022.15"
86.50,"1,020.55"
86.55,"1,018.95"
86.60,"1,017.36"
86.65,"1,015.77"
86.70,"1,014.18"
86.75,"1,012.59"
86.80,"1,011.01"
86.85,"1,009.43"
86.90,"1,007.86"
86.95,"1,006.28"
87.00,"1,004.71"
87.05,"1,003.14"
87.10,"1,001.58"
87.15,"1,000.02"
87.20,998.46
87.25,996.90
87.30,995.35
87.35,993.80
87.40,992.25
87.45,990.70
87.50,989.16
87.55,987.62
87.60,986.09
87.65,984.55
87.70,983.02
87.75,981.49
87.80,979.97
87.85,978.45
87.90,976.93
87.95,975.41
88.00,973.89
88.05,972.38
88.10,970.87
88.15,969.37
88.20,967.87
88.25,966.36
88.30,964.87
88.35,963.37
88.40,961.88
88.45,960.39
88.50,958.90
88.55,957.42
88.60,955.94
88.65,954.46
88.70,952.98
88.75,951.51
88.80,950.04
88.85,948.57
88.90,947.10
88.95,945.64
89.00,944.18
89.05,942.72
89.10,941.27
89.15,939.82
89.20,938.37
89.25,936.92
89.30,935.47
89.35,934.03
89.40,932.59
89.45,931.16
89.50,929.72
89.55,928.29
89.60,926.86
89.65,925.44
89.70,924.01
89.75,922.59
89.80,921.17
89.85,919.76
89.90,918.34
89.95,916.93
90.00,915.52
90.05,914.12
90.10,912.71
90.15,911.31
90.20,909.91
90.25,908.52
90.30,907.13
90.35,905.73
90.40,904.35
90.45,902.96
90.50,901.58
90.55,900.20
90.60,898.82
90.65,897.44
90.70,896.07
90.75,894.70
90.80,893.33
90.85,891.96
90.90,890.60
90.95,889.24
91.00,887.88
91.05,886.52
91.10,885.17
91.15,883.82
91.20,882.47
91.25,881.12
91.30,879.78
91.35,878.44
91.40,877.10
91.45,875.76
91.50,874.43
91.55,873.09
91.60,871.76
91.65,870.44
91.70,869.11
91.75,867.79
91.80,866.47
91.85,865.15
91.90,863.84
91.95,862.52
92.00,861.21
92.05,859.90
92.10,858.60
92.15,857.29
92.20,855.99
92.25,854.69
92.30,853.40
92.35,852.10
92.40,850.81
92.45,849.52
92.50,848.23
92.55,846.95
92.60,845.66
92.65,844.38
92.70,843.10
92.75,841.83
92.80,840.55
92.85,839.28
92.90,838.01
92.95,836.74
93.00,835.48
93.05,834.22
93.10,832.95
93.15,831.70
93.20,830.44
93.25,829.19
93.30,827.93
93.35,826.69
93.40,825.44
93.45,824.19
93.50,822.95
93.55,821.71
93.60,820.47
93.65,819.24
93.70,818.00
93.75,816.77
93.80,815.54
93.85,814.31
93.90,813.09
93.95,811.86
94.00,810.64
94.05,809.42
94.10,808.21
94.15,806.99
94.20,805.78
94.25,804.57
94.30,803.36
94.35,802.16
94.40,800.95
94.45,799.75
94.50,798.55
94.55,797.35
94.60,796.16
94.65,794.96
94.70,793.77
94.75,792.58
94.80,791.40
94.85,790.21
94.90,789.03
94.95,787.85
95.00,786.67
95.05,785.49
95.10,784.32
95.15,783.15
95.20,781.98
95.25,780.81
95.30,779.64
95.35,778.48
95.40,777.31
95.45,776.15
95.50,775.00
95.55,773.84
95.60,772.69
95.65,771.53
95.70,770.38
95.75,769.23
95.80,768.09
95.85,766.94
95.90,765.80
95.95,764.66
96.00,763.52
96.05,762.39
96.10,761.25
96.15,760.12
96.20,758.99
96.25,757.86
96.30,756.74
96.35,755.61
96.40,754.49
96.45,753.37
96.50,752.25
96.55,751.14
96.60,750.02
96.65,748.91
96.70,747.80
96.75,746.69
96.80,745.58
96.85,744.48
96.90,743.38
96.95,742.27
97.00,741.18
97.05,740.08
97.10,738.98
97.15,737.89
97.20,736.80
97.25,735.71
97.30,734.62
97.35,733.54
97.40,732.45
97.45,731.37
97.50,730.29
97.55,729.21
97.60,728.14
97.65,727.06
97.70,725.99
97.75,724.92
97.80,723.85
97.85,722.78
97.90,721.72
97.95,720.65
98.00,719.59
98.05,718.53
98.10,717.47
98.15,716.42
98.20,715.36
98.25,714.31
98.30,713.26
98.35,712.21
98.40,711.17
98.45,710.12
98.50,709.08
98.55,708.04
98.60,707.00
98.65,705.96
98.70,704.92
98.75,703.89
98.80,702.85
98.85,701.82
98.90,700.79
98.95,699.77
99.00,698.74
99.05,697.72
99.10,696.70
99.15,695.68
99.20,694.66
99.25,693.64
99.30,692.63
99.35,691.61
99.40,690.60
99.45,689.59
99.50,688.58
99.55,687.58
99.60,686.57
99.65,685.57
99.70,684.57
99.75,683.57
99.80,682.57
99.85,681.58
99.90,680.58
99.95,679.59
100.00,678.60
100.05,677.61
100.10,676.62
100.15,675.64
100.20,674.65
100.25,673.67
100.30,672.69
100.35,671.71
100.40,670.73
100.45,669.76
100.50,668.79
100.55,667.81
100.60,666.84
100.65,665.87
100.70,664.91
100.75,663.94
100.80,662.98
100.85,662.01
100.90,661.05
100.95,660.09
101.00,659.14
101.05,658.18
101.10,657.23
101.15,656.27
101.20,655.32
101.25,654.37
101.30,653.43
101.35,652.48
101.40,651.54
101.45,650.59
101.50,649.65
101.55,648.71
101.60,647.77
101.65,646.84
101.70,645.90
101.75,644.97
101.80,644.04
101.85,643.11
101.90,642.18
101.95,641.25
102.00,640.33
102.05,639.40
102.10,638.48
102.15,637.56
102.20,636.64
102.25,635.72
102.30,634.81
102.35,633.89
102.40,632.98
102.45,632.07
102.50,631.16
102.55,630.25
102.60,629.35
102.65,628.44
102.70,627.54
102.75,626.63
102.80,625.73
102.85,624.83
102.90,623.94
102.95,623.04
103.00,622.15
103.05,621.25
103.10,620.36
103.15,619.47
103.20,618.58
103.25,617.70
103.30,616.81
103.35,615.93
103.40,615.05
103.45,614.16
103.50,613.28
103.55,612.41
103.60,611.53
103.65,610.66
103.70,609.78
103.75,608.91
103.80,608.04
103.85,607.17
103.90,606.30
103.95,605.44
104.00,604.57
104.05,603.71
104.10,602.85
104.15,601.98
104.20,601.13
104.25,600.27
104.30,599.41
104.35,598.56
104.40,597.70
104.45,596.85
104.50,596.00
104.55,595.15
104.60,594.31
104.65,593.46
104.70,592.61
104.75,591.77
104.80,590.93
104.85,590.09
104.90,589.25
104.95,588.41
105.00,587.58
105.05,586.74
105.10,585.91
105.15,585.08
105.20,584.25
105.25,583.42
105.30,582.59
105.35,581.76
105.40,580.94
105.45,580.11
105.50,579.29
105.55,578.47
105.60,577.65
105.65,576.83
105.70,576.01
105.75,575.20
105.80,574.38
105.85,573.57
105.90,572.76
105.95,571.95
106.00,571.14
106.05,570.33
106.10,569.53
106.15,568.72
106.20,567.92
106.25,567.12
106.30,566.32
106.35,565.52
106.40,564.72
106.45,563.92
106.50,563.13
106.55,562.33
106.60,561.54
106.65,560.75
106.70,559.96
106.75,559.17
106.80,558.38
106.85,557.60
106.90,556.81
106.95,556.03
107.00,555.25
107.05,554.47
107.10,553.69
107.15,552.91
107.20,552.13
107.25,551.35
107.30,550.58
107.35,549.81
107.40,549.03
107.45,548.26
107.50,547.49
107.55,546.73
107.60,545.96
107.65,545.19
107.70,544.43
107.75,543.67
107.80,542.90
107.85,542.14
107.90,541.38
107.95,540.63
108.00,539.87
108.05,539.11
108.10,538.36
108.15,537.61
108.20,536.85
108.25,536.10
108.30,535.35
108.35,534.61
108.40,533.86
108.45,533.11
108.50,532.37
108.55,531.63
108.60,530.88
108.65,530.14
108.70,529.40
108.75,528.67
108.80,527.93
108.85,527.19
108.90,526.46
108.95,525.72
109.00,524.99
109.05,524.26
109.10,523.53
109.15,522.80
109.20,522.08
109.25,521.35
109.30,520.62
109.35,519.90
109.40,519.18
109.45,518.46
109.50,517.74
109.55,517.02
109.60,516.30
109.65,515.58
109.70,514.87
109.75,514.15
109.80,513.44
109.85,512.73
109.90,512.01
109.95,511.31
110.00,510.60
110.05,509.89
110.10,509.18
110.15,508.48
110.20,507.77
110.25,507.07
110.30,506.37
110.35,505.67
110.40,504.97
110.45,504.27
110.50,503.57
110.55,502.88
110.60,502.18
110.65,501.49
110.70,500.80
110.75,500.10
110.80,499.41
110.85,498.73
110.90,498.04
110.95,497.35
111.00,496.66
111.05,495.98
111.10,495.30
111.15,494.61
111.20,493.93
111.25,493.25
111.30,492.57
111.35,491.89
111.40,491.22
111.45,490.54
111.50,489.87
111.55,489.19
111.60,488.52
111.65,487.85
111.70,487.18
111.75,486.51
111.80,485.84
111.85,485.17
111.90,484.51
111.95,483.84
112.00,483.18
112.05,482.52
112.10,481.85
112.15,481.19
112.20,480.53
112.25,479.87
112.30,479.22
112.35,478.56
112.40,477.90
112.45,477.25
112.50,476.60
112.55,475.94
112.60,475.29
112.65,474.64
112.70,473.99
112.75,473.35
112.80,472.70
112.85,472.05
112.90,471.41
112.95,470.76
113.00,470.12
113.05,469.48
113.10,468.84
113.15,468.20
113.20,467.56
113.25,466.92
113.30,466.29
113.35,465.65
113.40,465.02
113.45,464.38
113.50,463.75
113.55,463.12
113.60,462.49
113.65,461.86
113.70,461.23
113.75,460.60
113.80,459.98
113.85,459.35
113.90,458.73
113.95,458.10
114.00,457.48
114.05,456.86
114.10,456.24
114.15,455.62
114.20,455.00
114.25,454.38
114.30,453.77
114.35,453.15
114.40,452.54
114.45,451.92
114.50,451.31
114.55,450.70
114.60,450.09
114.65,449.48
114.70,448.87
114.75,448.26
114.80,447.66
114.85,447.05
114.90,446.45
114.95,445.84
115.00,445.24
115.05,444.64
115.10,444.04
115.15,443.44
115.20,442.84
115.25,442.24
115.30,441.64
115.35,441.05
115.40,440.45
115.45,439.86
115.50,439.26
115.55,438.67
115.60,438.08
115.65,437.49
115.70,436.90
115.75,436.31
115.80,435.72
115.85,435.14
115.90,434.55
115.95,433.97
116.00,433.38
116.05,432.80
116.10,432.22
116.15,431.64
116.20,431.06
116.25,430.48
116.30,429.90
116.35,429.32
116.40,428.74
116.45,428.17
116.50,427.59
116.55,427.02
116.60,426.45
116.65,425.88
116.70,425.30
116.75,424.73
116.80,424.17
116.85,423.60
116.90,423.03
116.95,422.46
117.00,421.90
117.05,421.33
117.10,420.77
117.15,420.21
117.20,419.64
117.25,419.08
117.30,418.52
117.35,417.96
117.40,417.40
117.45,416.85
117.50,416.29
117.55,415.73
117.60,415.18
117.65,414.62
117.70,414.07
117.75,413.52
117.80,412.97
117.85,412.42
117.90,411.87
117.95,411.32
118.00,410.77
118.05,410.22
118.10,409.68
118.15,409.13
118.20,408.59
118.25,408.04
118.30,407.50
118.35,406.96
118.40,406.42
118.45,405.88
118.50,405.34
118.55,404.80
118.60,404.26
118.65,403.72
118.70,403.19
118.75,402.65
118.80,402.12
118.85,401.58
118.90,401.05
118.95,400.52
119.00,399.99
119.05,399.46
119.10,398.93
119.15,398.40
119.20,397.87
119.25,397.35
119.30,396.82
119.35,396.29
119.40,395.77
119.45,395.25
119.50,394.72
119.55,394.20
119.60,393.68
119.65,393.16
119.70,392.64
119.75,392.12
119.80,391.60
119.85,391.09
119.90,390.57
119.95,390.05
120.00,389.54
120.05,389.03
120.10,388.51
120.15,388.00
120.20,387.49
120.25,386.98
120.30,386.47
120.35,385.96
120.40,385.45
120.45,384.94
120.50,384.44
120.55,383.93
120.60,383.43
120.65,382.92
120.70,382.42
120.75,381.91
120.80,381.41
120.85,380.91
120.90,380.41
120.95,379.91
121.00,379.41
121.05,378.91
121.10,378.42
121.15,377.92
121.20,377.42
121.25,376.93
121.30,376.44
121.35,375.94
121.40,375.45
121.45,374.96
121.50,374.47
121.55,373.98
121.60,373.49
121.65,373.00
121.70,372.51
121.75,372.02
121.80,371.53
121.85,371.05
121.90,370.56
121.95,370.08
122.00,369.60
122.05,369.11
122.10,368.63
122.15,368.15
122.20,367.67
122.25,367.19
122.30,366.71
122.35,366.23
122.40,365.75
122.45,365.28
122.50,364.80
122.55,364.32
122.60,363.85
122.65,363.38
122.70,362.90
122.75,362.43
122.80,361.96
122.85,361.49
122.90,361.02
122.95,360.55
123.00,360.08
123.05,359.61
123.10,359.14
123.15,358.68
123.20,358.21
123.25,357.74
123.30,357.28
123.35,356.82
123.40,356.35
123.45,355.89
123.50,355.43
123.55,354.97
123.60,354.51
123.65,354.05
123.70,353.59
123.75,353.13
123.80,352.67
123.85,352.22
123.90,351.76
123.95,351.30
124.00,350.85
124.05,350.40
124.10,349.94
124.15,349.49
124.20,349.04
124.25,348.59
124.30,348.14
124.35,347.69
124.40,347.24
124.45,346.79
124.50,346.34
124.55,345.89
124.60,345.45
124.65,345.00
124.70,344.56
124.75,344.11
124.80,343.67
124.85,343.23
124.90,342.78
124.95,342.34
125.00,341.90
125.05,341.46
125.10,341.02
125.15,340.58
125.20,340.14
125.25,339.71
125.30,339.27
125.35,338.83
125.40,338.40
125.45,337.96
125.50,337.53
125.55,337.09
125.60,336.66
125.65,336.23
125.70,335.80
125.75,335.36
125.80,334.93
125.85,334.50
125.90,334.08
125.95,333.65
126.00,333.22
126.05,332.79
126.10,332.37
126.15,331.94
126.20,331.52
126.25,331.09
126.30,330.67
126.35,330.24
126.40,329.82
126.45,329.40
126.50,328.98
126.55,328.56
126.60,328.14
126.65,327.72
126.70,327.30
126.75,326.88
126.80,326.46
126.85,326.05
126.90,325.63
126.95,325.21
127.00,324.80
127.05,324.39
127.10,323.97
127.15,323.56
127.20,323.15
127.25,322.73
127.30,322.32
127.35,321.91
127.40,321.50
127.45,321.09
127.50,320.68
127.55,320.28
127.60,319.87
127.65,319.46
127.70,319.06
127.75,318.65
127.80,318.24
127.85,317.84
127.90,317.44
127.95,317.03
128.00,316.63
128.05,316.23
128.10,315.83
128.15,315.43
128.20,315.03
128.25,314.63
128.30,314.23
128.35,313.83
128.40,313.43
